task,baseline_embed_regress_proj_t5,baseline_omnipred_24m,baseline_embed_regress_t5_m_cat_from_scratch,Expert_GA,Expert_Grad
AntMorphology-Exact-v0,-138.68392944335938,-9.860429763793944,,-208.7538146972656,
DKittyMorphology-Exact-v0,-501.8185424804688,-160.46649169921875,,-22.44345474243164,
gtopx_data_2_1,-211.7047891573808,-272.86782763186307,-120.40651779332536,-182.03464323559808,-540.4695332249582
Superconductor-RandomForest-v0,58.52305603027344,55.839942932128906,,85.43717193603516,
gtopx_data_3_1,-433.7705147515695,-444.1029980572504,-148.6342827866808,-125.18057859791598,
TFBind8-Exact-v0,0.4608553647994995,0.4934234917163849,,0.7326928377151489,
gtopx_data_4_1,-231.99743132579425,-317.9005607427705,-395.5233705190985,-554.8888040687302,
TFBind10-Exact-v0,-0.1460114270448684,-0.0807550996541976,,0.0849966183304786,
gtopx_data_6_1,-100.0151512223036,-227.92834560246257,-155.07734284678116,-140.44703396783933,
KP_50,8.093896865844727,9.612939834594728,10.153573989868164,6.686110496520996,
KP_100,24.9136962890625,23.00101661682129,25.08446502685547,12.55593967437744,
KP_200,22.69464111328125,26.11688995361328,22.94845199584961,20.72988510131836,
TSP_20,-11.758916854858398,-9.547955513000488,-11.862923622131348,-8.611457824707031,
TSP_50,-21.832183837890625,-18.160186767578125,-22.96001434326172,,
TSP_100,-34.81834411621094,-40.20675659179688,-39.41637802124024,,
HopperController-Exact-v0,198.9356689453125,170.84425354003906,,382.04443359375,
LunarLander_136,-104.97019826012809,,22.323349125993097,,
LunarLander_100,-153.64564594261736,,-98.97383301891112,,
LunarLander_148,-147.37485091387222,,-131.73691440370146,,
LunarLander_91,-35.22897388258687,,-26.06044604931311,,
LunarLander_152,-156.2203045549911,,-87.0415749117444,,
LunarLander_117,-19.234176825799736,,-9.60751382730701,,
LunarLander_174,-128.95410633541775,,-156.90949311552632,,
LunarLander_127,-72.86614180492583,,-128.05511711154543,,
LunarLander_60,-130.36461657280594,,-178.09495255023975,,
LunarLander_163,18.46580610315281,,-43.01808966680036,,
LunarLander_86,-74.1341394310474,,-127.54518401856512,,
LunarLander_142,-115.7175429157553,,-160.5877765986094,,
LunarLander_113,6.273811657226195,,-70.74446441251328,,
LunarLander_155,109.00962096051768,,89.00837527810307,,
LunarLander_53,-94.82346935597975,,-52.51415421734265,,
LunarLander_159,-31.223111729596106,,-103.79151128327835,,
LunarLander_180,-100.61803592537592,,-157.53603551805784,,
LunarLander_103,-94.63934557958102,,-102.4468812222056,,
LunarLander_116,-102.51088764469044,,-141.38798502696673,,
RobotPush_256,0.0203640179708479,,0.0012462195190885,,
RobotPush_210,0.0,,0.0,,
RobotPush_12,1.6585605155477463,,2.590289605231081,,
RobotPush_125,0.0,,0.0,,
RobotPush_140,-1.2796602562913524,,-1.0997877972945205,,
RobotPush_96,2.455713735097756,,2.9120439420260844,,
RobotPush_172,0.0347387491489482,,0.0404596732397182,,
RobotPush_182,0.0,,0.0,,
RobotPush_123,3.1131164363153854,,0.0315616143851946,,
RobotPush_22,1.6145337069205628,,2.960333891809017,,
RobotPush_11,2.7832162296977323,,0.4716343233715682,,
RobotPush_144,0.0,,0.1037298025464768,,
RobotPush_298,0.5027903266515139,,1.1298050720387272,,
RobotPush_291,3.636911782058511,,0.8006462237785882,,
RobotPush_90,4.9916331362903685,,2.088057174845918,,
RobotPush_57,1.7724445391188608,,0.284115597523879,,
RobotPush_160,0.3104845737788113,,-0.0068514200009072,,
RobotPush_250,-0.062126449165227,,-0.4790024966607054,,
RobotPush_21,5.981168700861797,,2.3578999341867606,,
