task,baseline_embed_regress_proj_t5,baseline_embed_regress_t5_m_cat_from_scratch,baseline_omnipred_24m,Expert_GA,Expert_Grad
AntMorphology-Exact-v0,-101.6605396270752,-172.44883728027344,-105.56827163696288,-255.2174911499024,-271.05291748046875
DKittyMorphology-Exact-v0,133.6068878173828,-27.339736461639404,-3.326777398586273,-497.67215728759766,-461.3561325073242
Superconductor-RandomForest-v0,65.98763275146484,74.94953918457031,50.62981414794922,83.5433349609375,82.50053405761719
TFBind8-Exact-v0,0.3450011387467384,0.3650218620896339,0.4103487059473991,0.5717307925224304,0.4387601613998413
TFBind10-Exact-v0,-0.1685571931302547,-0.2248195633292198,-0.312329389154911,-0.0904311761260032,-0.1913628429174423
HopperController-Exact-v0,58.47496700286865,23.34497833251953,82.40468788146973,65.74920654296875,67.77129936218262
gtopx_data_2_1,-269.0064826765178,-2528.5133351434647,-171.47911794925196,-204.3509755311271,-2106.5182655368644
gtopx_data_3_1,-417.8548710849948,-464.7269394478988,-198.1000980126575,-189.7642233522996,-151.18979217783007
gtopx_data_4_1,-283.2246546039951,-2827.845453058301,-244.8966153110177,-246.5905919613905,-215.7155676892416
gtopx_data_6_1,-3078.781728033868,-115.51742430356968,-778.7901274844957,-150.50186181316406,-112.59916211889862
KP_50,8.610568046569824,9.275691986083984,8.47931170463562,6.616702914237976,7.16076385974884
KP_100,24.90946340560913,23.33446884155273,23.99892807006836,12.072151184082031,23.996850967407227
KP_200,20.53878355026245,21.13450765609741,24.497329711914062,20.36432218551636,22.89500999450684
TSP_20,-12.619648933410645,-12.100377082824709,-9.817851305007936,-10.3455228805542,-11.833333969116213
TSP_50,-23.19080400466919,-25.253634929656982,-18.74270248413086,-10.10961103439331,-26.150646686553955
TSP_100,-42.05793952941895,-46.695594787597656,-44.30477333068848,-13.305532932281494,-52.32972717285156
LunarLander_136,-43.09124876650834,-28.1585218650336,,-29841.674732054624,
LunarLander_100,-84.24033518500033,26.50369564752066,,,
LunarLander_148,-195.4836813578679,-114.78178102482372,,,
LunarLander_91,-26.14297063887432,-31.5817833827734,,,
LunarLander_152,-111.46354023233728,-84.7744295486134,,,
LunarLander_117,-61.99846207969471,-74.21966002071653,,,
LunarLander_174,-128.29185323946285,-121.47312161052496,,,
LunarLander_127,-83.07288758201358,-61.57814566995128,,,
LunarLander_60,-149.8957516954161,-184.70175437860368,,,
LunarLander_163,8.674099702166954,-23.061304172048672,,,
LunarLander_86,-132.9992345717722,-139.95412926041968,,,
LunarLander_142,-136.69566974119283,-168.3855914808236,,,
LunarLander_113,-127.67969858164858,-355.61021581042934,,,
LunarLander_155,57.44355248803402,-27.46487371171664,,,
LunarLander_53,-83.0039749530699,-201.3262294373052,,,
LunarLander_159,-158.51411360621552,-142.06212697057754,,,
LunarLander_180,-83.5789023264947,-166.9510726665372,,,
LunarLander_103,-89.49380992905483,-106.6833139690762,,,
LunarLander_116,-81.78402856182203,-204.9970074073162,,,
RobotPush_256,0.0096093544122283,0.0017382094682733,,,
RobotPush_210,-0.1323461922349084,0.0022849407083579,,,
RobotPush_12,2.2893359673391784,-0.0036191542968712,,,
RobotPush_125,0.0,0.0,,,
RobotPush_140,-0.0326342319165904,-1.1932130408298969,,,
RobotPush_96,1.5513078909659626,2.682443584760266,,,
RobotPush_172,0.0,0.0,,,
RobotPush_182,0.0,0.0,,,
RobotPush_123,1.6487386488709972,2.658947578840209,,,
RobotPush_22,2.363920472338144,0.3874568391270154,,,
RobotPush_11,0.4135898812674216,-0.0063864099577504,,,
RobotPush_144,-0.746538332251484,-0.0477473831003976,,,
RobotPush_298,0.0,0.4351405395721162,,,
RobotPush_291,0.5470071327346056,-0.3752260638159394,,,
RobotPush_90,3.480364184379319,0.474640141142798,,,
RobotPush_57,2.839253469068156,0.0,,,
RobotPush_160,-0.5438358045092695,-0.0083723508122347,,,
RobotPush_250,-0.4532860246732889,-0.8940510281397129,,,
RobotPush_21,4.266318334153564,2.2707077192274783,,,
RobotPush_100,-0.5522306840150477,1.9466215824705,,,
Rover_107,-2.976512673924668,-2.222205300176798,,,
Rover_160,-5.462243092910386,-7.407350967941316,,,
Rover_292,-13.906937490728936,-10.817643054858456,,,
Rover_130,-4.410316009288391,-5.422223338539353,,,
Rover_85,-7.783968841611839,-8.829971429957165,,,
Rover_54,-6.766805917579518,-7.770695327163777,,,
Rover_205,-4.319289676462747,-3.728361021854629,,,
Rover_150,-15.480321397663468,-14.6068138508137,,,
Rover_97,-6.303425226233539,-7.552248304287429,,,
Rover_26,-9.687519534988295,-7.80320891969737,,,
Rover_215,-24.50694145630729,-16.520404707286296,,,
Rover_63,-17.129983943972604,-17.156046373741574,,,
Rover_294,-6.47555411026762,-7.883807345227849,,,
Rover_56,-4.655552927361583,-6.796509318998012,,,
Rover_13,-14.87065643988351,-12.95307849023946,,,
Rover_135,-6.062338860649799,-7.789177392757942,,,
Rover_82,-15.431610088868782,-15.818634198627636,,,
Rover_165,-13.485121451619536,-18.32377948219576,,,
Rover_252,-21.0632830210843,-14.874179401250418,,,
Rover_43,-15.33789353672543,-24.216958752265967,,,
HPOB_5906_9914,-0.9461042881011964,-0.9587373733520508,,-0.946291282773018,-0.9461042881011964
HPOB_5906_9952,-0.836492657661438,-0.8066758513450623,,-0.7148763537406921,-0.7916997075080872
HPOB_5906_3492,-0.5004687905311584,-0.6622167229652405,,-0.4997987747192383,-0.5110701620578766
HPOB_5906_3493,-0.948070466518402,-0.6574746966362,,-0.6555256843566895,-0.658134937286377
HPOB_5906_3954,-0.7928906679153442,-0.7823794484138489,,-0.6738144755363464,-0.7697134017944336
HPOB_5906_7295,-0.8319530487060547,-0.8330638408660889,,-0.7941262722015381,-0.8130422830581665
HPOB_5906_49,-0.6540414094924927,-0.685239851474762,,-0.3550650179386139,-0.648097038269043
