task,baseline_embed_regress_proj_t5,baseline_omnipred_24m,baseline_embed_regress_t5_m_cat_from_scratch,Expert_GA,Expert_Grad
AntMorphology-Exact-v0,-259.9742889404297,-118.96347999572754,-219.8351707458496,-220.40031051635745,
DKittyMorphology-Exact-v0,-10.90924072265625,-500.4869155883789,168.1364288330078,-781.7640380859375,
Superconductor-RandomForest-v0,64.18976593017578,67.90326118469238,69.9007453918457,85.66647338867188,
TFBind8-Exact-v0,0.3723972365260124,0.3815816715359688,0.3553142994642257,0.5587504655122757,
TFBind10-Exact-v0,-0.153752326965332,-0.1928803212940693,-0.2653883099555969,-0.0411422355100512,
HopperController-Exact-v0,7.324614524841309,94.14658737182616,183.1789970397949,358.5161437988281,
gtopx_data_2_1,-947.1470439363948,,-203.43705573593203,-245.05357262709012,-1700.935197307094
gtopx_data_3_1,-314.49540094251995,,-151.75197715089968,-232.8534728505407,
gtopx_data_4_1,-211.82663072919817,,-942.4121548619778,-3612.744798260017,
gtopx_data_6_1,-210.87090376210887,,-172.69649383352976,-305.7075802029523,
KP_50,8.830893993377686,,9.074759483337402,5.172175407409668,
KP_100,25.696781158447266,,23.85433006286621,10.928007125854492,
KP_200,22.88661003112793,,21.510554313659668,20.72988510131836,
TSP_20,-12.704450368881226,,-12.700710535049438,-9.886630058288574,
TSP_50,-24.5406174659729,,-25.62631797790528,-10.156373739242554,
TSP_100,-37.1705322265625,,-46.83285999298096,,
LunarLander_136,-65.02782926224224,-150.8377858329397,-32.7843180469153,,
LunarLander_100,-17.318636265228037,-105.25369414822792,-238.7519489370666,,
LunarLander_148,-126.37393852885644,-159.1929268558714,-144.0167965828842,,
LunarLander_91,-51.78428642154264,-22.461694563600773,-29.887425753644965,,
LunarLander_152,-99.82795064600728,-69.74088290928239,-76.15076063621144,,
LunarLander_117,-28.98684765008571,-68.05483825690672,-131.84723333836604,,
LunarLander_174,-93.60417113048275,-215.41816161420013,-184.841669028596,,
LunarLander_127,-152.7292644180892,-125.2617020118156,-71.22142404875964,,
LunarLander_60,-152.76366079188236,-152.76366079188236,-130.30056733721435,,
LunarLander_163,-96.13442648121116,-128.13424878954524,-108.07206034812386,,
LunarLander_86,-84.58922187920906,-113.32276484653563,-116.4420430803428,,
LunarLander_142,-142.66220965980628,-148.0086032309946,-204.83568535445403,,
LunarLander_113,-136.33831370068265,-87.51628926829038,-127.54651887508328,,
LunarLander_155,-137.09182248688543,184.07072246642605,-28.511178759868383,,
LunarLander_53,-106.7826398797314,-40.8752988061597,-172.28712300970997,,
LunarLander_159,-131.113736062058,-110.87945992367928,-102.75232297571362,,
LunarLander_180,-90.55036889135096,-157.53603551805784,-109.45157572835188,,
LunarLander_103,-97.95159922587908,-85.37203555503596,-136.48567160113492,,
LunarLander_116,-175.63439778364204,-100.49900330575304,-116.42354517721311,,
RobotPush_256,-0.0027273209037319,0.0,0.0,,
RobotPush_210,-0.7699301622738208,-0.9557661383894968,0.0,,
RobotPush_12,1.5878000098236065,1.0623115098530436,0.6794308120182234,,
RobotPush_125,0.0,0.0,0.0,,
RobotPush_140,-2.5142139987160443,-4.184952598558925,-2.336847276011998,,
RobotPush_96,2.0413459300272345,0.832620750116592,1.9479445257745205,,
RobotPush_172,0.0027876145910194,0.2712405226451972,0.0,,
RobotPush_182,0.0,0.0,0.0,,
RobotPush_123,0.962071675909112,-0.00467598441006,3.656997872566076,,
RobotPush_22,0.0,0.3085448742709972,1.4166744473188155,,
RobotPush_11,0.3259529415877392,0.8694052053968986,1.1775074297014758,,
RobotPush_144,0.0,-7.04668147894971,-0.7475731756684536,,
RobotPush_298,0.0293097654118113,0.1956206518401785,0.5141277188639921,,
RobotPush_291,0.7335561226373156,2.1419206200035044,-0.0475079489474209,,
RobotPush_90,1.0788345198042604,1.269251576721547,1.216109678129199,,
RobotPush_57,2.6637149131285023,0.0,0.2030791681026423,,
RobotPush_160,0.0815852848481445,-0.6944633462746432,-0.919748947882256,,
RobotPush_250,-1.2092103411577897,-0.4702476490166995,-0.2386565936627054,,
RobotPush_21,1.7929851654404223,6.394869780628924,1.6349823359436382,,
RobotPush_100,0.0127502221666024,2.810187603119578,3.374151108783752,,
Rover_107,-0.7875365421553114,-3.033285826218441,-3.9070432905079167,,
Rover_160,-6.825858867034292,-7.996249332381912,-9.363354263152736,,
Rover_292,-11.077956073133226,,-8.80517876636379,,
Rover_130,-8.069640064565839,,-5.781560910260307,,
Rover_85,-12.680339792216854,,-15.38700936855806,,
Rover_54,-4.818793201741843,,-7.602949804657035,,
Rover_205,-3.7475927359109806,,-5.77817960182546,,
Rover_150,-18.16025811056687,,-13.486965653979084,,
Rover_97,-6.218957256399462,,-5.67863173014155,,
Rover_26,-8.195753372448534,,-6.618891578026211,,
Rover_215,-14.76410676025507,,-16.554392701285483,,
Rover_63,-19.270842578034312,,-19.493949023801925,,
Rover_294,-9.530671789430022,,-6.568620471752347,,
Rover_56,-7.165516209590673,,-6.129570235282696,,
Rover_13,-14.24484762994389,,-13.320284312961784,,
Rover_135,-4.488153824530073,,-5.9706521762401445,,
Rover_82,-25.74204785494755,,-21.41304600249824,,
Rover_165,-18.572577919187395,,-11.501249811990748,,
Rover_252,-17.217693619561697,,-15.570105296288888,,
Rover_43,-9.84124738947354,,-14.554665948886711,,
HPOB_5906_9914,-0.95468407869339,,-0.9663279056549072,,
HPOB_5906_9952,-0.846095621585846,,-0.7298177480697632,,
HPOB_5906_3492,-0.6769555807113647,,-0.6647751927375793,,
HPOB_5906_3493,-0.657456636428833,,-0.6869519948959351,,
HPOB_5906_3954,-0.8453754782676697,,-0.7885913252830505,,
HPOB_5906_7295,-0.8335902690887451,,-0.8324750661849976,,
HPOB_5906_49,-0.6673865914344788,,-0.8693093657493591,,
HPOB_5906_14965,-0.9036179780960084,,-0.891107439994812,,
HPOB_5906_14951,-0.8129206299781799,,-0.9090338945388794,,
HPOB_5906_31,-0.7072982788085938,,-0.7498828172683716,,
HPOB_5906_125923,-0.8229472637176514,,-0.8660017251968384,,
HPOB_5906_3,-0.9375426322221756,,-0.9177573323249816,,
HPOB_5906_3902,-0.8826895356178284,,-0.909701406955719,,
